Factura;Fecha;ID_Canal;Cliente;Tipo_Cliente;ID_Vehiculo;Costo_Vehiculo;Precio_Venta;ID_SEDE;ID_Vendedor
1939;18/04/2022 0:00;1;518;Empresa;23;17100;20400;4;2
1940;18/04/2022 0:00;1;528;Empresa;90;17400;18600;4;2
1941;19/04/2022 0:00;1;1040;Empresa;170;17400;18400;4;2
1942;19/04/2022 0:00;4;207;Persona;113;18000;22200;4;2
1943;19/04/2022 0:00;4;306;Persona;165;16900;18600;4;2
1944;19/04/2022 0:00;4;944;Persona;166;18200;23500;4;2
1945;19/04/2022 0:00;4;1021;Persona;156;17200;18400;4;2
1946;19/04/2022 0:00;1;500;Persona;47;17300;20600;3;6
1947;19/04/2022 0:00;1;1068;Persona;80;17400;21700;3;6
1948;19/04/2022 0:00;1;473;Persona;54;17800;19900;3;6
1949;20/04/2022 0:00;1;1013;Persona;146;17100;19800;3;6
1950;20/04/2022 0:00;1;820;Persona;55;17800;19300;4;2
1951;20/04/2022 0:00;1;549;Persona;51;17500;18600;4;2
1952;20/04/2022 0:00;1;340;Persona;121;17100;17900;4;2
1953;20/04/2022 0:00;1;28;Persona;73;17100;21300;4;2
1954;20/04/2022 0:00;4;983;Persona;16;17800;19300;2;8
1955;20/04/2022 0:00;4;573;Persona;167;18200;19200;2;8
1956;20/04/2022 0:00;4;551;Persona;84;18500;19500;2;8
1957;20/04/2022 0:00;4;1017;Persona;33;17100;21300;2;8
1958;20/04/2022 0:00;2;527;Persona;17;18100;22600;4;12
1959;20/04/2022 0:00;2;498;Persona;15;17200;20100;4;12
1960;20/04/2022 0:00;2;1151;Persona;39;17200;18200;4;12
1961;21/04/2022 0:00;2;995;Persona;101;17500;21100;4;12
1962;21/04/2022 0:00;4;197;Persona;149;17600;20900;3;6
1963;21/04/2022 0:00;4;300;Persona;51;17500;18700;3;6
1964;21/04/2022 0:00;4;147;Persona;135;17800;19100;3;6
1965;21/04/2022 0:00;4;1118;Persona;44;17900;22500;1;9
1966;21/04/2022 0:00;4;9;Persona;124;17500;19600;1;9
1967;21/04/2022 0:00;4;596;Persona;107;17300;19800;1;9
1968;22/04/2022 0:00;4;515;Persona;28;17800;20600;1;9
1969;22/04/2022 0:00;4;1016;Persona;142;17200;20300;1;4
1970;22/04/2022 0:00;4;1104;Persona;136;17600;22200;1;4
1971;22/04/2022 0:00;4;1018;Persona;142;17200;18400;1;4
1972;22/04/2022 0:00;4;873;Persona;67;17700;18600;1;4
1973;22/04/2022 0:00;1;90;Persona;111;17500;18300;4;12
1974;22/04/2022 0:00;1;13;Persona;37;17600;19700;4;12
1975;22/04/2022 0:00;1;287;Persona;12;17400;21300;4;12
1976;22/04/2022 0:00;1;38;Persona;162;18500;22200;4;12
1977;22/04/2022 0:00;4;867;Persona;24;17200;19300;4;12
1978;22/04/2022 0:00;4;185;Persona;36;17600;18700;4;12
1979;22/04/2022 0:00;4;358;Persona;50;16300;21000;4;12
1980;22/04/2022 0:00;4;664;Persona;117;16800;20400;4;12
1981;22/04/2022 0:00;3;799;Persona;60;17300;18900;1;9
1982;22/04/2022 0:00;3;917;Persona;60;17300;19700;1;9
1983;22/04/2022 0:00;3;1125;Persona;110;17200;20400;1;9
1984;22/04/2022 0:00;3;375;Persona;141;18800;20600;1;9
1985;22/04/2022 0:00;3;120;Persona;153;17200;21100;1;9
1986;22/04/2022 0:00;3;609;Persona;103;18000;23300;1;9
1987;23/04/2022 0:00;3;1135;Persona;29;17700;20700;1;9
1988;23/04/2022 0:00;3;184;Persona;117;16800;20200;1;9
1989;23/04/2022 0:00;2;1127;Persona;133;17500;19100;4;5
1990;23/04/2022 0:00;2;444;Persona;113;18000;21100;4;5
1991;23/04/2022 0:00;2;606;Persona;38;18100;20100;4;5
1992;23/04/2022 0:00;4;895;Persona;94;17500;20200;3;6
1993;23/04/2022 0:00;4;413;Persona;72;17800;21000;3;6
1994;23/04/2022 0:00;4;856;Persona;8;18300;20900;3;6
1995;23/04/2022 0:00;4;826;Persona;170;17400;22100;3;6
1996;23/04/2022 0:00;2;1141;Persona;141;18800;20300;1;4
1997;23/04/2022 0:00;2;1086;Persona;179;17500;21100;1;4
1998;23/04/2022 0:00;2;527;Persona;12;17400;19500;1;4
1999;23/04/2022 0:00;2;1012;Persona;60;17300;19800;1;4
2000;23/04/2022 0:00;2;353;Empresa;7;17800;20800;4;12
2001;23/04/2022 0:00;2;1041;Empresa;145;17400;22400;4;12
2002;23/04/2022 0:00;2;437;Empresa;161;16600;20200;4;12
2003;24/04/2022 0:00;2;829;Empresa;150;17600;20200;4;12
2004;24/04/2022 0:00;2;1168;Persona;54;17800;20500;1;4
2005;24/04/2022 0:00;2;1010;Persona;5;17200;22000;1;4
2006;24/04/2022 0:00;2;992;Persona;45;17500;19700;1;4
2007;24/04/2022 0:00;2;313;Persona;174;17400;19400;1;4
2008;24/04/2022 0:00;2;183;Persona;153;17200;21200;1;9
2009;24/04/2022 0:00;2;776;Persona;68;17300;18400;1;9
2010;24/04/2022 0:00;2;596;Persona;111;17500;21100;1;9
2011;24/04/2022 0:00;2;884;Persona;102;17800;19300;1;9
2012;24/04/2022 0:00;4;601;Persona;67;17700;19800;2;11
2013;24/04/2022 0:00;4;262;Persona;45;17500;21700;2;11
2014;24/04/2022 0:00;4;1104;Persona;99;17500;21800;2;11
2015;24/04/2022 0:00;4;1135;Persona;9;17100;18200;2;11
2016;24/04/2022 0:00;2;930;Persona;170;17400;22300;4;2
2017;24/04/2022 0:00;2;921;Persona;143;17700;19700;4;2
2018;24/04/2022 0:00;2;385;Persona;152;16600;19800;4;2
2019;25/04/2022 0:00;2;12;Persona;171;16800;18400;4;2
2020;25/04/2022 0:00;2;291;Empresa;179;17500;19100;1;4
2021;25/04/2022 0:00;2;839;Empresa;136;17600;18700;1;4
2022;25/04/2022 0:00;2;388;Empresa;68;17300;18300;1;4
2023;25/04/2022 0:00;2;403;Empresa;21;18000;22600;1;4
2024;25/04/2022 0:00;1;965;Persona;62;17100;19000;4;5
2025;25/04/2022 0:00;1;359;Persona;106;17600;22300;4;5
2026;25/04/2022 0:00;1;1076;Persona;81;17400;22000;4;5
2027;25/04/2022 0:00;1;24;Persona;24;17200;20900;4;5
2028;25/04/2022 0:00;3;565;Persona;18;17500;22400;4;10
2029;25/04/2022 0:00;3;533;Persona;152;16600;18000;4;10
2030;25/04/2022 0:00;3;536;Persona;4;17700;22600;4;10
2031;25/04/2022 0:00;2;864;Persona;64;17200;20400;4;12
2032;25/04/2022 0:00;2;363;Persona;125;17300;21600;4;12
2033;25/04/2022 0:00;2;1107;Persona;163;17800;22500;4;12
2034;25/04/2022 0:00;2;893;Persona;73;17100;21800;4;12
2035;26/04/2022 0:00;1;217;Persona;20;17600;18600;4;7
2036;26/04/2022 0:00;1;298;Persona;1;16800;19900;4;7
2037;26/04/2022 0:00;1;957;Persona;60;17300;21200;4;7
2038;26/04/2022 0:00;1;75;Persona;175;17800;20300;4;7
2039;26/04/2022 0:00;4;172;Persona;72;17800;21500;4;3
2040;26/04/2022 0:00;4;481;Persona;118;18000;20800;4;3
2041;26/04/2022 0:00;4;227;Persona;18;17500;20900;4;3
2042;26/04/2022 0:00;4;672;Persona;52;17800;22200;4;3
2043;26/04/2022 0:00;3;110;Empresa;43;18400;21200;4;7
2044;26/04/2022 0:00;3;361;Empresa;13;17300;20200;4;7
2045;26/04/2022 0:00;3;218;Empresa;46;16700;19400;4;7
2046;26/04/2022 0:00;3;156;Empresa;166;18200;21100;4;7
2047;27/04/2022 0:00;3;1039;Persona;14;16800;19700;4;1
2048;27/04/2022 0:00;3;657;Persona;51;17500;21500;4;1
2049;27/04/2022 0:00;3;895;Persona;74;18100;21800;4;1
2050;27/04/2022 0:00;3;691;Persona;39;17200;19600;4;1
2051;27/04/2022 0:00;2;1126;Persona;126;18100;22300;1;4
2052;27/04/2022 0:00;2;341;Persona;173;17500;21400;1;4
2053;27/04/2022 0:00;2;442;Persona;156;17200;19400;1;4
2054;27/04/2022 0:00;2;1139;Persona;167;18200;21600;1;4
2055;27/04/2022 0:00;2;985;Persona;155;18000;21900;4;5
2056;27/04/2022 0:00;2;527;Persona;171;16800;20000;4;5
2057;27/04/2022 0:00;2;715;Persona;60;17300;18400;4;5
2058;27/04/2022 0:00;2;1056;Persona;143;17700;19400;4;5
2059;28/04/2022 0:00;1;801;Persona;54;17800;19600;1;9
2060;28/04/2022 0:00;1;842;Persona;176;17600;22600;1;9
2061;28/04/2022 0:00;1;312;Persona;168;17500;21100;1;9
2062;28/04/2022 0:00;1;296;Persona;88;17000;19600;1;9
2063;28/04/2022 0:00;4;632;Persona;108;18300;20500;2;8
2064;28/04/2022 0:00;4;225;Persona;72;17800;22800;2;8
2065;28/04/2022 0:00;4;404;Persona;77;17300;19100;2;8
2066;28/04/2022 0:00;2;513;Persona;130;17900;22100;4;1
2067;28/04/2022 0:00;2;288;Persona;128;17500;19800;4;1
2068;28/04/2022 0:00;2;387;Persona;147;17300;19800;4;1
2069;28/04/2022 0:00;2;180;Persona;39;17200;19600;4;1
2070;28/04/2022 0:00;1;550;Persona;120;17600;21100;2;8
2071;28/04/2022 0:00;1;726;Persona;179;17500;22600;2;8
2072;28/04/2022 0:00;1;1120;Persona;18;17500;21600;2;8
2073;28/04/2022 0:00;1;81;Persona;94;17500;18900;2;8
2074;28/04/2022 0:00;4;472;Persona;42;17600;22200;1;9
2075;29/04/2022 0:00;4;441;Persona;112;17500;21400;1;9
2076;29/04/2022 0:00;4;1167;Persona;9;17100;21200;1;9
2077;29/04/2022 0:00;4;30;Persona;100;18100;21100;1;9
2078;29/04/2022 0:00;2;544;Persona;14;16800;21400;3;6
2079;29/04/2022 0:00;2;98;Persona;41;17600;21200;3;6
2080;29/04/2022 0:00;2;783;Persona;174;17400;19000;3;6
2081;29/04/2022 0:00;2;1053;Persona;126;18100;20000;3;6
2082;29/04/2022 0:00;2;469;Persona;140;17300;19300;2;11
2083;29/04/2022 0:00;2;577;Persona;45;17500;21700;2;11
2084;29/04/2022 0:00;2;950;Persona;38;18100;19300;2;11
2085;29/04/2022 0:00;2;1;Persona;175;17800;19500;2;11
2086;29/04/2022 0:00;1;275;Empresa;41;17600;19400;4;12
2087;29/04/2022 0:00;1;691;Empresa;156;17200;19400;4;12
2088;29/04/2022 0:00;1;127;Empresa;51;17500;18900;4;12
2089;29/04/2022 0:00;1;216;Empresa;43;18400;19500;4;12
2090;29/04/2022 0:00;1;598;Persona;158;17400;19900;3;6
2091;29/04/2022 0:00;1;13;Persona;90;17400;22100;3;6
2092;29/04/2022 0:00;1;1132;Persona;20;17600;22000;3;6
2093;29/04/2022 0:00;1;732;Persona;129;17800;18900;3;6
2094;29/04/2022 0:00;3;1036;Persona;135;17800;21500;1;4
2095;29/04/2022 0:00;3;1089;Persona;75;17000;19100;1;4
2096;29/04/2022 0:00;3;405;Persona;25;17500;20700;1;4
2097;29/04/2022 0:00;3;1044;Persona;32;17800;22100;1;4
2098;30/04/2022 0:00;3;18;Persona;31;16500;20700;3;6
2099;30/04/2022 0:00;3;12;Persona;8;18300;19700;3;6
2100;30/04/2022 0:00;3;620;Persona;102;17800;23000;3;6
2101;30/04/2022 0:00;3;528;Persona;131;17000;20500;3;6
2102;30/04/2022 0:00;4;105;Persona;167;18200;21100;1;4
2103;30/04/2022 0:00;4;841;Persona;10;16300;17900;1;4
2104;30/04/2022 0:00;4;602;Persona;116;17700;19000;1;4
2105;30/04/2022 0:00;4;846;Persona;48;17100;21600;1;4
2106;01/05/2022 0:00;4;300;Persona;178;17400;19700;4;3
2107;01/05/2022 0:00;4;197;Persona;155;18000;21200;4;3
2108;01/05/2022 0:00;4;23;Persona;41;17600;22700;4;3
2109;01/05/2022 0:00;4;441;Persona;56;17400;20800;4;3
2110;01/05/2022 0:00;4;541;Persona;32;17800;22000;4;7
2111;01/05/2022 0:00;4;674;Persona;36;17600;21800;4;7
2112;01/05/2022 0:00;4;317;Persona;164;16800;21600;4;7
2113;01/05/2022 0:00;4;998;Persona;7;17800;20600;4;7
2114;02/05/2022 0:00;4;695;Persona;103;18000;22300;2;11
2115;02/05/2022 0:00;4;1162;Persona;57;17700;20300;2;11
2116;02/05/2022 0:00;4;1074;Persona;40;17000;18400;2;11
2117;02/05/2022 0:00;4;321;Persona;69;17800;23000;2;11
2118;02/05/2022 0:00;1;3;Persona;60;17300;21700;4;2
2119;02/05/2022 0:00;1;778;Persona;136;17600;19500;4;2
2120;02/05/2022 0:00;1;810;Persona;155;18000;22700;4;2
2121;02/05/2022 0:00;1;364;Persona;8;18300;19200;4;2
2122;02/05/2022 0:00;4;257;Persona;148;17000;21100;4;12
2123;02/05/2022 0:00;4;1075;Persona;145;17400;20600;4;12
2124;02/05/2022 0:00;4;709;Persona;157;18100;20700;4;12
2125;02/05/2022 0:00;3;219;Persona;61;17600;21300;2;8
2126;03/05/2022 0:00;3;298;Persona;128;17500;22100;2;8
2127;03/05/2022 0:00;3;753;Persona;110;17200;20400;2;8
2128;03/05/2022 0:00;3;1159;Persona;133;17500;19000;2;8
2129;03/05/2022 0:00;2;779;Persona;48;17100;19900;4;1
2130;03/05/2022 0:00;2;564;Persona;173;17500;21300;4;1
2131;03/05/2022 0:00;2;1132;Persona;173;17500;18400;4;1
2132;03/05/2022 0:00;2;501;Persona;140;17300;19600;4;1
2133;03/05/2022 0:00;2;173;Persona;43;18400;21300;4;1
2134;03/05/2022 0:00;2;1022;Persona;11;17300;22000;4;1
2135;03/05/2022 0:00;2;764;Persona;139;17100;20700;4;1
2136;03/05/2022 0:00;4;1156;Persona;42;17600;21600;4;5
2137;03/05/2022 0:00;4;94;Persona;112;17500;20000;4;5
2138;03/05/2022 0:00;4;214;Persona;7;17800;19700;4;5
2139;03/05/2022 0:00;4;322;Persona;172;17700;21200;4;5
2140;03/05/2022 0:00;2;595;Persona;124;17500;18400;4;1
2141;03/05/2022 0:00;2;683;Persona;131;17000;21900;4;1
2142;04/05/2022 0:00;2;733;Persona;83;17300;20300;4;1
2143;04/05/2022 0:00;2;112;Persona;92;17500;21400;4;1
2144;04/05/2022 0:00;2;278;Persona;31;16500;18200;4;3
2145;04/05/2022 0:00;2;434;Persona;159;17400;21900;4;3
2146;04/05/2022 0:00;2;307;Persona;154;17300;19000;4;3
2147;04/05/2022 0:00;2;834;Persona;59;18100;19300;4;5
2148;04/05/2022 0:00;2;949;Persona;107;17300;19200;4;5
2149;04/05/2022 0:00;2;285;Persona;139;17100;22100;4;5
2150;04/05/2022 0:00;2;723;Persona;44;17900;20000;4;5
2151;04/05/2022 0:00;2;774;Persona;81;17400;18500;2;8
2152;04/05/2022 0:00;2;396;Persona;26;17200;19900;2;8
2153;04/05/2022 0:00;2;391;Persona;40;17000;20100;2;8
2154;05/05/2022 0:00;1;822;Persona;142;17200;19000;4;5
2155;05/05/2022 0:00;1;901;Persona;115;18400;23900;4;5
2156;05/05/2022 0:00;2;77;Persona;59;18100;20400;4;10
2157;05/05/2022 0:00;2;1124;Persona;157;18100;21500;4;10
2158;05/05/2022 0:00;2;269;Persona;71;17800;21700;4;10
2159;05/05/2022 0:00;2;1134;Persona;107;17300;18600;4;10
2160;05/05/2022 0:00;2;1067;Persona;6;17100;18700;4;5
2161;05/05/2022 0:00;2;556;Persona;40;17000;20500;4;5
2162;05/05/2022 0:00;2;1089;Persona;132;17200;20200;4;5
2163;05/05/2022 0:00;2;849;Persona;172;17700;20700;4;5
2164;05/05/2022 0:00;1;662;Persona;42;17600;22000;1;9
2165;05/05/2022 0:00;1;307;Persona;120;17600;19600;1;9
2166;05/05/2022 0:00;1;502;Persona;84;18500;20000;1;9
2167;05/05/2022 0:00;1;679;Persona;2;16800;19800;1;9
2168;05/05/2022 0:00;4;919;Persona;153;17200;19500;4;10
2169;05/05/2022 0:00;4;451;Persona;58;17600;21200;4;10
2170;05/05/2022 0:00;4;1126;Persona;108;18300;22600;4;10
2171;05/05/2022 0:00;4;862;Persona;179;17500;22500;4;10
2172;05/05/2022 0:00;3;1074;Persona;74;18100;19800;1;4
2173;05/05/2022 0:00;3;51;Persona;63;17400;22500;1;4
2174;05/05/2022 0:00;3;698;Persona;91;18300;20900;1;4
2175;05/05/2022 0:00;3;796;Persona;142;17200;21600;1;4
2176;05/05/2022 0:00;2;625;Persona;89;17200;20300;4;2
2177;05/05/2022 0:00;2;524;Persona;109;17700;22900;4;2
2178;05/05/2022 0:00;2;1170;Persona;25;17500;22600;4;2
2179;05/05/2022 0:00;2;593;Persona;18;17500;21700;4;2
2180;05/05/2022 0:00;2;377;Persona;45;17500;22600;2;8
2181;05/05/2022 0:00;2;258;Persona;26;17200;20200;2;8
2182;05/05/2022 0:00;2;834;Persona;62;17100;20500;2;8
2183;05/05/2022 0:00;2;52;Persona;102;17800;22400;2;8
2184;05/05/2022 0:00;2;520;Persona;128;17500;20500;2;11
2185;05/05/2022 0:00;2;589;Persona;128;17500;18400;2;11
2186;06/05/2022 0:00;2;455;Persona;65;17100;21800;2;11
2187;06/05/2022 0:00;2;725;Persona;153;17200;21100;2;11
2188;06/05/2022 0:00;2;1106;Persona;128;17500;19400;4;10
2189;06/05/2022 0:00;2;816;Persona;150;17600;19900;4;10
2190;06/05/2022 0:00;2;272;Persona;169;18000;21200;4;10
2191;06/05/2022 0:00;2;338;Persona;94;17500;18500;4;10
2192;06/05/2022 0:00;2;1134;Empresa;176;17600;21200;4;1
2193;06/05/2022 0:00;2;283;Empresa;91;18300;21900;4;1
2194;06/05/2022 0:00;2;855;Empresa;96;17200;21300;4;1
2195;06/05/2022 0:00;2;756;Empresa;140;17300;22300;4;1
2196;06/05/2022 0:00;2;580;Persona;18;17500;21400;4;7
2197;06/05/2022 0:00;2;73;Persona;179;17500;19800;4;7
2198;06/05/2022 0:00;2;502;Persona;149;17600;20600;4;7
2199;06/05/2022 0:00;1;1052;Persona;8;18300;21900;4;5
2200;06/05/2022 0:00;1;35;Persona;135;17800;22100;4;5
2201;06/05/2022 0:00;1;37;Persona;31;16500;19300;4;5
2202;06/05/2022 0:00;4;530;Persona;52;17800;23000;4;12
2203;06/05/2022 0:00;4;978;Persona;140;17300;20600;4;12
2204;06/05/2022 0:00;4;689;Persona;60;17300;22100;4;12
2205;06/05/2022 0:00;3;575;Persona;107;17300;19600;4;5
2206;06/05/2022 0:00;3;880;Persona;62;17100;20200;4;5
2207;06/05/2022 0:00;3;1009;Persona;173;17500;20700;4;5
2208;06/05/2022 0:00;3;12;Persona;126;18100;21900;4;5
2209;06/05/2022 0:00;3;35;Persona;3;17000;18100;4;2
2210;06/05/2022 0:00;3;144;Persona;16;17800;22900;4;2
2211;06/05/2022 0:00;3;782;Persona;54;17800;21900;4;2
2212;06/05/2022 0:00;3;108;Persona;80;17400;20500;4;2
2213;06/05/2022 0:00;2;1093;Empresa;25;17500;20600;3;6
2214;06/05/2022 0:00;2;657;Empresa;7;17800;20500;3;6
2215;06/05/2022 0:00;2;976;Empresa;123;18200;19300;3;6
2216;06/05/2022 0:00;2;754;Empresa;85;17600;22400;3;6
2217;06/05/2022 0:00;2;332;Persona;90;17400;19200;4;2
2218;07/05/2022 0:00;2;304;Persona;86;17000;20200;4;2
2219;07/05/2022 0:00;2;933;Persona;25;17500;21900;4;2
2220;07/05/2022 0:00;2;435;Persona;140;17300;21000;4;2
2221;07/05/2022 0:00;2;129;Empresa;35;18000;21000;2;11
2222;07/05/2022 0:00;2;362;Empresa;175;17800;22800;2;11
2223;07/05/2022 0:00;2;1118;Empresa;98;18000;23300;2;11
2224;07/05/2022 0:00;2;897;Empresa;58;17600;22200;2;11
2225;07/05/2022 0:00;2;1103;Persona;38;18100;19500;3;6
2226;07/05/2022 0:00;2;1010;Persona;118;18000;22100;3;6
2227;07/05/2022 0:00;2;945;Persona;13;17300;22000;3;6
2228;07/05/2022 0:00;2;343;Persona;7;17800;21000;3;6
2229;07/05/2022 0:00;1;1055;Persona;145;17400;22200;4;12
2230;07/05/2022 0:00;1;799;Persona;90;17400;19500;4;12
2231;07/05/2022 0:00;1;1133;Persona;81;17400;19500;4;12
2232;07/05/2022 0:00;1;498;Persona;71;17800;22600;4;12
2233;07/05/2022 0:00;2;349;Persona;51;17500;18400;4;5
2234;07/05/2022 0:00;2;867;Persona;144;17200;20500;4;5
2235;07/05/2022 0:00;2;503;Persona;12;17400;20500;4;5
2236;07/05/2022 0:00;2;671;Persona;155;18000;22200;4;2
2237;07/05/2022 0:00;2;452;Persona;113;18000;22600;4;2
2238;07/05/2022 0:00;2;662;Persona;81;17400;19000;4;2
2239;07/05/2022 0:00;2;912;Persona;96;17200;20500;4;2
2240;07/05/2022 0:00;2;326;Persona;104;17400;22200;1;4
2241;07/05/2022 0:00;2;613;Persona;132;17200;20600;1;4
2242;08/05/2022 0:00;2;1040;Persona;133;17500;19300;1;4
2243;08/05/2022 0:00;2;816;Persona;75;17000;18100;1;4
2244;08/05/2022 0:00;4;580;Persona;117;16800;18400;4;1
2245;08/05/2022 0:00;4;584;Persona;105;18200;21500;4;1
2246;08/05/2022 0:00;4;1007;Persona;79;17700;21700;4;1
2247;08/05/2022 0:00;4;104;Persona;97;17500;20000;4;1
2248;08/05/2022 0:00;3;24;Persona;100;18100;22700;2;11
2249;09/05/2022 0:00;3;709;Persona;141;18800;23800;2;11
2250;09/05/2022 0:00;3;971;Persona;62;17100;21100;2;11
2251;09/05/2022 0:00;3;155;Persona;42;17600;20700;2;11
2252;09/05/2022 0:00;2;1066;Persona;119;17300;20200;4;7
2253;09/05/2022 0:00;2;1039;Persona;69;17800;20800;4;7
2254;09/05/2022 0:00;2;636;Persona;174;17400;21000;4;7
2255;09/05/2022 0:00;2;476;Persona;127;17900;20900;4;7
2256;09/05/2022 0:00;4;1043;Empresa;89;17200;20100;4;10
2257;09/05/2022 0:00;4;509;Empresa;65;17100;20100;4;10
2258;09/05/2022 0:00;4;174;Empresa;11;17300;18100;4;10
2259;09/05/2022 0:00;4;596;Empresa;33;17100;20300;4;10
2260;09/05/2022 0:00;2;674;Persona;69;17800;18700;4;3
2261;09/05/2022 0:00;2;101;Persona;56;17400;20100;4;3
2262;09/05/2022 0:00;2;632;Persona;111;17500;20000;4;3
2263;09/05/2022 0:00;2;248;Persona;171;16800;19400;4;3
2264;10/05/2022 0:00;2;557;Empresa;167;18200;22200;1;4
2265;10/05/2022 0:00;2;69;Empresa;167;18200;22800;1;4
2266;10/05/2022 0:00;2;661;Empresa;85;17600;22000;1;4
2267;10/05/2022 0:00;2;542;Empresa;14;16800;18800;1;4
2268;10/05/2022 0:00;1;812;Persona;166;18200;22000;1;4
2269;10/05/2022 0:00;1;981;Persona;116;17700;19800;1;4
2270;10/05/2022 0:00;1;1011;Persona;58;17600;22700;1;4
2271;10/05/2022 0:00;1;238;Persona;53;16800;20700;1;4
2272;11/05/2022 0:00;1;834;Persona;23;17100;19500;4;10
2273;11/05/2022 0:00;1;121;Persona;170;17400;20700;4;10
2274;11/05/2022 0:00;1;727;Persona;96;17200;18800;4;10
2275;11/05/2022 0:00;4;825;Persona;42;17600;19100;4;7
2276;11/05/2022 0:00;4;83;Persona;109;17700;22100;4;7
2277;11/05/2022 0:00;4;20;Persona;87;18000;21400;4;7
2278;11/05/2022 0:00;4;212;Persona;76;17700;20900;4;7
2279;11/05/2022 0:00;4;869;Persona;31;16500;20500;4;2
2280;12/05/2022 0:00;4;496;Persona;74;18100;21500;4;2
2281;12/05/2022 0:00;4;290;Persona;44;17900;18900;4;2
2282;12/05/2022 0:00;4;244;Persona;96;17200;18000;4;2
2283;12/05/2022 0:00;2;744;Persona;175;17800;20000;4;3
2284;12/05/2022 0:00;2;569;Persona;46;16700;21200;4;3
2285;12/05/2022 0:00;2;575;Persona;175;17800;23000;4;3
2286;12/05/2022 0:00;2;429;Persona;34;17500;21500;4;3
2287;12/05/2022 0:00;2;1049;Persona;83;17300;20700;4;10
2288;12/05/2022 0:00;2;720;Persona;109;17700;19100;4;10
2289;12/05/2022 0:00;2;914;Persona;153;17200;19400;4;10
2290;12/05/2022 0:00;1;1059;Persona;65;17100;18500;4;7
2291;12/05/2022 0:00;1;895;Persona;167;18200;19800;4;7
2292;12/05/2022 0:00;1;304;Persona;156;17200;18300;4;7
2293;12/05/2022 0:00;1;697;Persona;139;17100;20600;4;7
2294;12/05/2022 0:00;1;705;Persona;64;17200;19700;2;11
2295;12/05/2022 0:00;1;1143;Persona;146;17100;19600;2;11
2296;12/05/2022 0:00;1;1036;Persona;174;17400;21800;2;11
2297;12/05/2022 0:00;1;943;Persona;60;17300;21600;2;11
2298;12/05/2022 0:00;4;642;Persona;20;17600;22400;4;3
2299;12/05/2022 0:00;4;516;Persona;81;17400;19300;4;3
2300;12/05/2022 0:00;4;712;Persona;123;18200;20700;4;3
2301;12/05/2022 0:00;4;1016;Persona;96;17200;21300;4;3
2302;12/05/2022 0:00;3;44;Persona;123;18200;20700;4;7
2303;12/05/2022 0:00;3;1091;Persona;95;17700;22100;4;7
2304;13/05/2022 0:00;3;1111;Persona;149;17600;21500;4;7
2305;13/05/2022 0:00;3;225;Persona;74;18100;20500;4;7
2306;13/05/2022 0:00;3;613;Persona;134;18000;22800;4;7
2307;13/05/2022 0:00;3;13;Persona;11;17300;22300;4;7
2308;13/05/2022 0:00;3;46;Persona;56;17400;19900;4;7
2309;13/05/2022 0:00;3;201;Persona;136;17600;21900;4;7
2310;13/05/2022 0:00;2;358;Persona;129;17800;23000;4;10
2311;13/05/2022 0:00;2;50;Persona;157;18100;22200;4;10
2312;13/05/2022 0:00;2;1115;Persona;164;16800;18500;4;10
2313;13/05/2022 0:00;2;343;Persona;158;17400;20100;4;10
2314;13/05/2022 0:00;4;711;Persona;34;17500;18600;4;3
2315;13/05/2022 0:00;4;534;Persona;53;16800;18700;4;3
2316;13/05/2022 0:00;4;644;Persona;8;18300;21900;4;3
2317;13/05/2022 0:00;4;575;Persona;39;17200;18500;4;3
2318;13/05/2022 0:00;2;618;Persona;54;17800;20900;1;9
2319;13/05/2022 0:00;2;491;Persona;179;17500;18900;1;9
2320;13/05/2022 0:00;2;887;Persona;89;17200;22100;1;9
2321;13/05/2022 0:00;2;71;Persona;10;16300;20800;1;9
2322;13/05/2022 0:00;2;934;Persona;83;17300;18200;2;11
2323;13/05/2022 0:00;2;217;Persona;106;17600;18600;2;11
2324;13/05/2022 0:00;2;1013;Persona;6;17100;22000;2;11
2325;13/05/2022 0:00;2;438;Persona;87;18000;22400;2;11
2326;13/05/2022 0:00;3;293;Persona;37;17600;19400;1;9
2327;13/05/2022 0:00;3;128;Persona;35;18000;19300;1;9
2328;14/05/2022 0:00;3;121;Persona;92;17500;20200;1;9
2329;14/05/2022 0:00;3;22;Persona;170;17400;20300;1;9
2330;14/05/2022 0:00;3;995;Persona;177;16600;20600;2;8
2331;14/05/2022 0:00;3;1079;Persona;69;17800;19200;2;8
2332;14/05/2022 0:00;3;342;Persona;140;17300;21300;2;8
2333;14/05/2022 0:00;3;299;Persona;15;17200;20300;2;8
2334;14/05/2022 0:00;3;751;Persona;75;17000;19000;2;8
2335;14/05/2022 0:00;3;46;Persona;3;17000;21100;2;8
2336;15/05/2022 0:00;3;63;Persona;167;18200;22300;2;8
2337;15/05/2022 0:00;3;388;Persona;43;18400;19400;2;8
2338;15/05/2022 0:00;2;1113;Persona;69;17800;19500;4;12
2339;15/05/2022 0:00;2;915;Persona;124;17500;18400;4;12
2340;15/05/2022 0:00;2;161;Persona;55;17800;19700;4;12
2341;15/05/2022 0:00;2;259;Persona;42;17600;22600;4;10
2342;15/05/2022 0:00;2;684;Persona;167;18200;20100;4;10
2343;15/05/2022 0:00;2;396;Persona;56;17400;18800;4;10
2344;15/05/2022 0:00;2;675;Persona;116;17700;20900;4;10
